record_type,line_number,trip_number,from_stop,start_time_min,end_time_min,to_stop,distance_km
T,G502,21,gngprr,938,968,gngest,9.225
T,G502,22,gngprr,968,998,gngest,9.225
T,G502,23,gngprr,998,1028,gngest,9.225
T,G502,24,gngprr,1028,1058,gngest,9.225
T,G502,25,zhnsta,1056,1100,gngest,18.12
T,G502,26,gngprr,1088,1118,gngest,9.225
T,G502,41,zhnsta,906,948,gngest,18.058
T,G502,42,zhnsta,936,978,gngest,18.058
T,G502,43,zhnsta,966,1008,gngest,18.058
T,G502,44,zhnsta,996,1038,gngest,18.058
T,G502,45,zhnsta,1026,1070,gngest,18.12
T,G502,46,gngprr,1058,1088,gngest,9.225
T,G502,47,zhnsta,1086,1128,gngest,18.058
T,G502,48,gngprr,1142,1167,gngest,9.225
T,G502,49,gngprr,1172,1197,gngest,9.225
T,G502,50,gngprr,1202,1227,gngest,9.225
T,G502,51,gngprr,1232,1257,gngest,9.225
T,G502,52,gngprr,1262,1287,gngest,9.225
T,G502,1001,gngprr,387,412,gngest,9.225
T,G502,1003,gngprr,415,440,gngest,9.225
T,G502,1005,zhnsta,426,464,gngest,18.058
T,G502,1007,gngprr,458,487,gngest,9.225
T,G502,1009,zhnsta,456,497,gngest,18.058
T,G502,1011,gngprr,488,517,gngest,9.225
T,G502,1013,zhnsta,486,527,gngest,18.058
T,G502,1015,gngprr,518,547,gngest,9.225
T,G502,1017,zhnsta,516,557,gngest,18.058
T,G502,1019,gngprr,548,577,gngest,9.225
T,G502,1021,zhnsta,546,587,gngest,18.058
T,G502,1023,gngprr,578,607,gngest,9.225
T,G502,1025,zhnsta,576,617,gngest,18.058
T,G502,1027,gngprr,608,637,gngest,9.225
T,G502,1029,zhnsta,606,647,gngest,18.058
T,G502,1031,gngprr,638,667,gngest,9.225
T,G502,1033,zhnsta,636,677,gngest,18.058
T,G502,1035,gngprr,668,697,gngest,9.225
T,G502,1037,zhnsta,666,707,gngest,18.058
T,G502,1039,gngprr,698,727,gngest,9.225
T,G502,1041,zhnsta,696,737,gngest,18.058
T,G502,1043,gngprr,728,757,gngest,9.225
T,G502,1045,zhnsta,726,767,gngest,18.058
T,G502,1047,gngprr,758,787,gngest,9.225
T,G502,1049,zhnsta,756,798,gngest,18.058
T,G502,1051,gngprr,788,818,gngest,9.225
T,G502,1053,zhnsta,786,828,gngest,18.058
T,G502,1055,gngprr,818,848,gngest,9.225
T,G502,1057,zhnsta,816,858,gngest,18.058
T,G502,1059,gngprr,848,878,gngest,9.225
T,G502,1061,zhnsta,846,888,gngest,18.058
T,G502,1063,gngprr,878,908,gngest,9.225
T,G502,1065,zhnsta,876,918,gngest,18.058
T,G502,1067,gngprr,908,938,gngest,9.225
T,G502,1205,zhnsta,484,504,gngcre,11.379
T,G502,1206,zhnsta,514,534,gngcre,11.379
T,G502,1002,gngest,413,437,gngprr,8.853
T,G502,1004,gngest,441,483,zhnsta,17.491
T,G502,1006,gngest,461,503,zhnsta,17.491
T,G502,1008,gngest,471,513,zhnsta,17.491
T,G502,1010,gngest,489,533,zhnsta,17.491
T,G502,1012,gngest,499,530,gngprr,8.853
T,G502,1014,gngest,521,565,zhnsta,17.491
T,G502,1016,gngest,531,562,gngprr,8.853
T,G502,1018,gngest,551,593,zhnsta,17.491
T,G502,1020,gngest,561,590,gngprr,8.853
T,G502,1022,gngest,581,623,zhnsta,17.491
T,G502,1024,gngest,591,620,gngprr,8.853
T,G502,1026,gngest,611,653,zhnsta,17.491
T,G502,1028,gngest,621,650,gngprr,8.853
T,G502,1030,gngest,641,683,zhnsta,17.491
T,G502,1032,gngest,651,680,gngprr,8.853
T,G502,1034,gngest,671,713,zhnsta,17.491
T,G502,1036,gngest,681,710,gngprr,8.853
T,G502,1038,gngest,701,743,zhnsta,17.491
T,G502,1040,gngest,711,740,gngprr,8.853
T,G502,1042,gngest,731,773,zhnsta,17.491
T,G502,1044,gngest,741,770,gngprr,8.853
T,G502,1046,gngest,761,803,zhnsta,17.491
T,G502,1048,gngest,771,800,gngprr,8.853
T,G502,1050,gngest,791,833,zhnsta,17.491
T,G502,1052,gngest,801,830,gngprr,8.853
T,G502,1054,gngest,821,863,zhnsta,17.491
T,G502,1056,gngest,831,860,gngprr,8.853
T,G502,1058,gngest,851,893,zhnsta,17.491
T,G502,1060,gngest,861,890,gngprr,8.853
T,G502,1062,gngest,881,923,zhnsta,17.491
T,G502,1064,gngest,891,920,gngprr,8.853
T,G502,1066,gngest,911,953,zhnsta,17.491
T,G502,1068,gngest,921,950,gngprr,8.853
T,G502,1070,gngest,941,983,zhnsta,17.491
T,G502,1072,gngest,951,980,gngprr,8.853
T,G502,1074,gngest,971,1013,zhnsta,17.491
T,G502,1076,gngest,983,1012,gngprr,8.853
T,G502,1078,gngest,1001,1043,zhnsta,17.491
T,G502,1080,gngest,1013,1042,gngprr,8.853
T,G502,1082,gngest,1031,1073,zhnsta,17.491
T,G502,1084,gngest,1045,1074,gngprr,8.853
T,G502,1086,gngest,1061,1103,zhnsta,17.491
T,G502,1088,gngest,1073,1102,gngprr,8.853
T,G502,1090,gngest,1091,1133,zhnsta,17.491
T,G502,1092,gngest,1105,1134,gngprr,8.853
T,G502,1094,gngest,1143,1167,gngprr,8.853
T,G502,1096,gngest,1173,1197,gngprr,8.853
T,G502,1098,gngest,1203,1227,gngprr,8.853
T,G502,1100,gngest,1233,1257,gngprr,8.853
T,G502,1102,gngest,1263,1287,gngprr,8.853
T,G502,1103,gngest,376,413,zhnsta,17.491
T,G502,1204,gngest,431,471,zhnsta,17.491
T,G551,1001,gngprr,334,358,gngcs,7.62
T,G551,1003,gngprr,385,409,gngcs,7.62
T,G551,1007,gngprr,416,440,gngcs,7.62
T,G551,1011,gngprr,443,470,gngcs,7.62
T,G551,1015,gngprr,473,500,gngcs,7.62
T,G551,1019,gngprr,503,530,gngcs,7.62
T,G551,1023,gngprr,533,560,gngcs,7.62
T,G551,1027,gngprr,564,590,gngcs,7.62
T,G551,1031,gngprr,593,618,gngcs,7.62
T,G551,1035,gngprr,623,648,gngcs,7.62
T,G551,1039,gngprr,653,678,gngcs,7.62
T,G551,1043,gngprr,683,708,gngcs,7.62
T,G551,1047,gngprr,713,738,gngcs,7.62
T,G551,1051,gngprr,743,768,gngcs,7.62
T,G551,1055,gngprr,773,799,gngcs,7.62
T,G551,1059,gngprr,803,830,gngcs,7.62
T,G551,1063,gngprr,833,860,gngcs,7.62
T,G551,1067,gngprr,863,890,gngcs,7.62
T,G551,1071,gngprr,893,920,gngcs,7.62
T,G551,1075,gngprr,923,950,gngcs,7.62
T,G551,1079,gngprr,953,980,gngcs,7.62
T,G551,1083,gngprr,983,1010,gngcs,7.62
T,G551,1087,gngprr,1013,1040,gngcs,7.62
T,G551,1091,gngprr,1043,1070,gngcs,7.62
T,G551,1095,gngprr,1073,1100,gngcs,7.62
T,G551,1099,gngprr,1105,1130,gngcs,7.62
T,G551,1103,gngprr,1142,1166,gngcs,7.62
T,G551,1107,gngprr,1177,1201,gngcs,7.62
T,G551,1109,gngprr,1207,1231,gngcs,7.62
T,G551,1111,gngprr,1237,1261,gngcs,7.62
T,G551,1113,gngprr,1267,1291,gngcs,7.62
T,G551,1115,gngprr,1297,1321,gngcs,7.62
T,G551,1117,gngprr,1327,1349,gngcs,7.62
T,G551,1119,gngprr,1355,1377,gngcs,7.62
T,G551,1121,gngprr,1385,1407,gngcs,7.62
T,G551,1123,gngprr,1415,1437,gngcs,7.62
T,G551,1125,gngprr,1445,1467,gngcs,7.62
T,G551,1127,gngprr,1475,1497,gngcs,7.62
T,G551,1002,gngcs,360,384,gngprr,7.405
T,G551,1006,gngcs,402,426,gngprr,7.405
T,G551,1010,gngcs,432,456,gngprr,7.405
T,G551,1014,gngcs,462,486,gngprr,7.405
T,G551,1018,gngcs,492,516,gngprr,7.405
T,G551,1022,gngcs,522,546,gngprr,7.405
T,G551,1026,gngcs,552,576,gngprr,7.405
T,G551,1030,gngcs,582,606,gngprr,7.405
T,G551,1034,gngcs,612,636,gngprr,7.405
T,G551,1038,gngcs,642,666,gngprr,7.405
T,G551,1042,gngcs,672,696,gngprr,7.405
T,G551,1046,gngcs,702,726,gngprr,7.405
T,G551,1050,gngcs,732,756,gngprr,7.405
T,G551,1054,gngcs,761,785,gngprr,7.405
T,G551,1058,gngcs,790,817,gngprr,7.405
T,G551,1062,gngcs,820,847,gngprr,7.405
T,G551,1066,gngcs,850,877,gngprr,7.405
T,G551,1070,gngcs,880,907,gngprr,7.405
T,G551,1074,gngcs,910,937,gngprr,7.405
T,G551,1078,gngcs,940,967,gngprr,7.405
T,G551,1082,gngcs,970,997,gngprr,7.405
T,G551,1086,gngcs,1000,1027,gngprr,7.405
T,G551,1090,gngcs,1030,1057,gngprr,7.405
T,G551,1094,gngcs,1060,1087,gngprr,7.405
T,G551,1098,gngcs,1089,1119,gngprr,7.584
T,G551,1102,gngcs,1119,1149,gngprr,7.584
T,G551,1104,gngcs,1149,1176,gngprr,7.584
T,G551,1106,gngcs,1179,1206,gngprr,7.584
T,G551,1108,gngcs,1209,1236,gngprr,7.584
T,G551,1110,gngcs,1239,1266,gngprr,7.584
T,G551,1112,gngcs,1269,1296,gngprr,7.584
T,G551,1114,gngcs,1299,1324,gngprr,7.584
T,G551,1116,gngcs,1329,1352,gngprr,7.584
T,G551,1118,gngcs,1359,1382,gngprr,7.584
T,G551,1120,gngcs,1389,1412,gngprr,7.584
T,G551,1122,gngcs,1419,1442,gngprr,7.584
T,G551,1124,gngcs,1449,1472,gngprr,7.584
T,G551,1126,gngcs,1479,1502,gngprr,7.584
T,G503,1011,gngrui,332,392,lekoos,30.405
T,G503,1013,gngrui,352,412,lekbou,29.577
T,G503,1015,gngrui,372,432,lekbou,29.577
T,G503,1017,gngrui,392,452,lekoos,30.405
T,G503,1019,gngrui,407,470,lekbou,29.577
T,G503,1021,gngrui,417,482,lekoos,30.405
T,G503,1023,gngrui,427,492,lekbou,29.577
T,G503,1025,gngrui,437,502,lekoos,30.405
T,G503,1027,gngrui,447,512,lekbou,29.577
T,G503,1029,gngrui,457,522,lekoos,30.405
T,G503,1031,gngrui,467,532,lekbou,29.577
T,G503,1033,gngrui,477,542,lekoos,30.405
T,G503,1035,gngrui,487,553,lekbou,29.577
T,G503,1037,gngrui,497,563,lekoos,30.405
T,G503,1039,gngrui,507,573,lekbou,29.577
T,G503,1041,gngrui,517,582,lekoos,30.405
T,G503,1043,gngrui,527,592,lekbou,29.577
T,G503,1045,gngrui,537,601,lekoos,30.405
T,G503,1047,gngrui,547,611,lekbou,29.577
T,G503,1049,gngrui,557,621,lekoos,30.405
T,G503,1051,gngrui,567,631,lekbou,29.577
T,G503,1053,gngrui,581,645,lekoos,30.405
T,G503,1055,gngrui,596,660,lekbou,29.577
T,G503,1057,gngrui,611,675,lekoos,30.405
T,G503,1059,gngrui,626,690,lekbou,29.577
T,G503,1061,gngrui,641,705,lekoos,30.405
T,G503,1063,gngrui,656,720,lekbou,29.577
T,G503,1065,gngrui,671,735,lekoos,30.405
T,G503,1067,gngrui,686,750,lekbou,29.577
T,G503,1069,gngrui,701,765,lekoos,30.405
T,G503,1071,gngrui,716,780,lekbou,29.577
T,G503,1073,gngrui,731,795,lekoos,30.405
T,G503,1075,gngrui,745,810,lekbou,29.577
T,G503,1077,gngrui,760,825,lekoos,30.405
T,G503,1079,gngrui,775,841,lekbou,29.577
T,G503,1081,gngrui,790,855,lekoos,30.405
T,G503,1083,gngrui,805,870,lekbou,29.577
T,G503,1085,gngrui,820,885,lekoos,30.405
T,G503,1087,gngrui,835,900,lekbou,29.577
T,G503,1089,gngrui,848,913,lekoos,30.405
T,G503,1091,gngrui,858,923,lekbou,29.577
T,G503,1093,gngrui,868,933,lekoos,30.405
T,G503,1095,gngrui,878,943,lekbou,29.577
T,G503,1097,gngrui,888,953,lekoos,30.405
T,G503,1099,gngrui,898,963,lekbou,29.577
T,G503,1101,gngrui,908,973,lekoos,30.405
T,G503,1103,gngrui,918,983,lekbou,29.577
T,G503,1105,gngrui,928,993,lekoos,30.405
T,G503,1107,gngrui,938,1003,lekbou,29.577
T,G503,1109,gngrui,948,1013,lekoos,30.405
T,G503,1111,gngrui,958,1023,lekbou,29.577
T,G503,1113,gngrui,968,1033,lekoos,30.405
T,G503,1115,gngrui,978,1042,lekbou,29.577
T,G503,1117,gngrui,988,1052,lekoos,30.405
T,G503,1119,gngrui,998,1062,lekbou,29.577
T,G503,1121,gngrui,1008,1072,lekoos,30.405
T,G503,1123,gngrui,1019,1082,lekbou,29.577
T,G503,1125,gngrui,1029,1092,lekoos,30.405
T,G503,1127,gngrui,1039,1102,lekbou,29.577
T,G503,1129,gngrui,1049,1112,lekoos,30.405
T,G503,1131,gngrui,1059,1122,lekbou,29.577
T,G503,1133,gngrui,1069,1132,lekoos,30.405
T,G503,1135,gngrui,1080,1143,lekbou,29.577
T,G503,1137,gngrui,1092,1153,lekoos,30.405
T,G503,1139,gngrui,1102,1163,lekbou,29.577
T,G503,1141,gngrui,1114,1173,lekoos,30.405
T,G503,1143,gngrui,1128,1185,lekbou,29.577
T,G503,1145,gngrui,1143,1199,lekoos,30.405
T,G503,1147,gngrui,1166,1222,lekoos,30.405
T,G503,1149,gngrui,1196,1252,lekbou,29.577
T,G503,1151,gngrui,1226,1282,lekoos,30.405
T,G503,1153,gngrui,1256,1312,lekbou,29.577
T,G503,1155,gngrui,1286,1342,lekoos,30.405
T,G503,1157,gngrui,1316,1372,lekbou,29.577
T,G503,1159,gngrui,1346,1402,lekoos,30.405
T,G503,1161,gngrui,1376,1432,lekbou,29.577
T,G503,1163,gngrui,1406,1462,lekoos,30.405
T,G503,1165,gngrui,1436,1492,lekbou,29.577
T,G503,1167,gngrui,1466,1522,lekoos,30.405
T,G503,1010,lekbou,314,369,gngrui,29.268
T,G503,1012,lekoos,354,409,gngrui,29.502
T,G503,1014,lekbou,379,434,gngrui,29.268
T,G503,1016,lekoos,395,456,gngrui,29.502
T,G503,1018,lekbou,409,471,gngrui,29.268
T,G503,1020,lekoos,422,486,gngrui,29.502
T,G503,1022,lekbou,432,496,gngrui,29.268
T,G503,1024,lekoos,442,506,gngrui,29.502
T,G503,1026,lekbou,450,514,gngrui,29.268
T,G503,1028,lekoos,457,521,gngrui,29.502
T,G503,1030,lekbou,464,528,gngrui,29.268
T,G503,1032,lekoos,472,536,gngrui,29.502
T,G503,1034,lekbou,482,546,gngrui,29.268
T,G503,1036,lekoos,492,555,gngrui,29.502
T,G503,1038,lekbou,502,565,gngrui,29.268
T,G503,1040,lekoos,512,575,gngrui,29.502
T,G503,1042,lekbou,522,585,gngrui,29.268
T,G503,1044,lekoos,533,595,gngrui,29.502
T,G503,1046,lekbou,543,605,gngrui,29.268
T,G503,1048,lekoos,553,615,gngrui,29.502
T,G503,1050,lekbou,563,625,gngrui,29.268
T,G503,1052,lekoos,573,635,gngrui,29.502
T,G503,1054,lekbou,586,648,gngrui,29.268
T,G503,1056,lekoos,601,663,gngrui,29.502
T,G503,1058,lekoos,616,678,gngrui,29.502
T,G503,1060,lekbou,631,693,gngrui,29.268
T,G503,1062,lekoos,646,708,gngrui,29.502
T,G503,1064,lekbou,661,723,gngrui,29.268
T,G503,1066,lekoos,676,739,gngrui,29.502
T,G503,1068,lekbou,691,754,gngrui,29.268
T,G503,1070,lekoos,706,769,gngrui,29.502
T,G503,1072,lekbou,721,784,gngrui,29.268
T,G503,1074,lekoos,736,799,gngrui,29.502
T,G503,1076,lekbou,751,814,gngrui,29.268
T,G503,1078,lekoos,766,829,gngrui,29.502
T,G503,1080,lekbou,781,844,gngrui,29.268
T,G503,1082,lekoos,796,859,gngrui,29.502
T,G503,1084,lekbou,812,875,gngrui,29.268
T,G503,1086,lekoos,826,889,gngrui,29.502
T,G503,1088,lekbou,838,901,gngrui,29.268
T,G503,1090,lekbou,848,911,gngrui,29.268
T,G503,1092,lekoos,858,921,gngrui,29.502
T,G503,1094,lekbou,868,931,gngrui,29.268
T,G503,1096,lekoos,878,941,gngrui,29.502
T,G503,1098,lekbou,888,951,gngrui,29.268
T,G503,1100,lekoos,898,961,gngrui,29.502
T,G503,1102,lekbou,908,971,gngrui,29.268
T,G503,1104,lekoos,918,981,gngrui,29.502
T,G503,1106,lekbou,928,991,gngrui,29.268
T,G503,1108,lekoos,938,1001,gngrui,29.502
T,G503,1110,lekbou,948,1011,gngrui,29.268
T,G503,1112,lekoos,958,1021,gngrui,29.502
T,G503,1114,lekbou,968,1031,gngrui,29.268
T,G503,1116,lekoos,978,1041,gngrui,29.502
T,G503,1118,lekbou,988,1051,gngrui,29.268
T,G503,1120,lekoos,998,1061,gngrui,29.502
T,G503,1122,lekbou,1008,1071,gngrui,29.268
T,G503,1124,lekoos,1018,1081,gngrui,29.502
T,G503,1126,lekbou,1028,1091,gngrui,29.268
T,G503,1128,lekoos,1038,1101,gngrui,29.502
T,G503,1130,lekbou,1048,1111,gngrui,29.268
T,G503,1132,lekoos,1058,1121,gngrui,29.502
T,G503,1134,lekbou,1068,1131,gngrui,29.268
T,G503,1136,lekoos,1082,1145,gngrui,29.502
T,G503,1138,lekoos,1097,1158,gngrui,29.502
T,G503,1140,lekbou,1112,1172,gngrui,29.268
T,G503,1142,lekoos,1129,1185,gngrui,29.502
T,G503,1144,lekbou,1145,1200,gngrui,29.268
T,G503,1146,lekoos,1168,1223,gngrui,29.502
T,G503,1148,lekbou,1198,1253,gngrui,29.268
T,G503,1150,lekoos,1228,1283,gngrui,29.502
T,G503,1152,lekbou,1258,1313,gngrui,29.268
T,G503,1154,lekoos,1288,1343,gngrui,29.502
T,G503,1156,lekbou,1318,1373,gngrui,29.268
T,G503,1158,lekoos,1348,1403,gngrui,29.502
T,G503,1160,lekbou,1378,1433,gngrui,29.268
T,G503,1162,lekoos,1408,1463,gngrui,29.502
T,G503,1164,lekbou,1438,1493,gngrui,29.268
T,G503,1166,lekoos,1468,1523,gngrui,29.502
T,G554,1011,gngbey,332,391,rdekas,26.46
T,G554,1013,gngbey,362,421,rdekas,26.46
T,G554,1015,gngbey,377,437,rdekas,26.46
T,G554,1017,gngbey,392,452,rdekas,26.46
T,G554,1019,gngbey,405,467,rdekas,26.46
T,G554,1021,gngbey,420,485,rdekas,26.46
T,G554,1023,gngbey,434,499,rdekas,26.46
T,G554,1025,gngbey,445,510,rdekas,26.46
T,G554,1027,gngbey,455,520,rdekas,26.46
T,G554,1029,gngbey,465,530,rdekas,26.46
T,G554,1031,gngbey,475,540,rdekas,26.46
T,G554,1033,gngbey,485,550,rdekas,26.46
T,G554,1035,gngbey,495,559,rdekas,26.46
T,G554,1037,gngbey,505,569,rdekas,26.46
T,G554,1039,gngbey,515,579,rdekas,26.46
T,G554,1041,gngbey,525,589,rdekas,26.46
T,G554,1043,gngbey,535,598,rdekas,26.46
T,G554,1045,gngbey,545,608,rdekas,26.46
T,G554,1047,gngbey,560,623,rdekas,26.46
T,G554,1049,gngbey,575,638,rdekas,26.46
T,G554,1051,gngbey,590,653,rdekas,26.46
T,G554,1053,gngbey,605,668,rdekas,26.46
T,G554,1055,gngbey,620,683,rdekas,26.46
T,G554,1057,gngbey,635,698,rdekas,26.46
T,G554,1059,gngbey,650,713,rdekas,26.46
T,G554,1061,gngbey,665,728,rdekas,26.46
T,G554,1063,gngbey,680,743,rdekas,26.46
T,G554,1065,gngbey,695,758,rdekas,26.46
T,G554,1067,gngbey,710,773,rdekas,26.46
T,G554,1069,gngbey,725,788,rdekas,26.46
T,G554,1071,gngbey,740,803,rdekas,26.46
T,G554,1073,gngbey,755,818,rdekas,26.46
T,G554,1075,gngbey,770,833,rdekas,26.46
T,G554,1077,gngbey,785,848,rdekas,26.46
T,G554,1079,gngbey,800,864,rdekas,26.46
T,G554,1081,gngbey,810,874,rdekas,26.46
T,G554,1083,gngbey,820,884,rdekas,26.46
T,G554,1085,gngbey,831,895,rdekas,26.46
T,G554,1087,gngbey,845,909,rdekas,26.46
T,G554,1089,gngbey,855,919,rdekas,26.46
T,G554,1091,gngbey,865,929,rdekas,26.46
T,G554,1093,gngbey,875,939,rdekas,26.46
T,G554,1095,gngbey,885,949,rdekas,26.46
T,G554,1097,gngbey,895,959,rdekas,26.46
T,G554,1099,gngbey,905,969,rdekas,26.46
T,G554,1101,gngbey,915,979,rdekas,26.46
T,G554,1103,gngbey,925,989,rdekas,26.46
T,G554,1105,gngbey,935,999,rdekas,26.46
T,G554,1107,gngbey,945,1009,rdekas,26.46
T,G554,1109,gngbey,955,1019,rdekas,26.46
T,G554,1111,gngbey,965,1029,rdekas,26.46
T,G554,1113,gngbey,975,1039,rdekas,26.46
T,G554,1115,gngbey,985,1049,rdekas,26.46
T,G554,1117,gngbey,995,1059,rdekas,26.46
T,G554,1119,gngbey,1005,1069,rdekas,26.46
T,G554,1121,gngbey,1015,1079,rdekas,26.46
T,G554,1123,gngbey,1025,1088,rdekas,26.46
T,G554,1125,gngbey,1035,1097,rdekas,26.46
T,G554,1127,gngbey,1045,1107,rdekas,26.46
T,G554,1129,gngbey,1055,1117,rdekas,26.46
T,G554,1131,gngbey,1065,1127,rdekas,26.46
T,G554,1133,gngbey,1076,1138,rdekas,26.46
T,G554,1135,gngbey,1086,1148,rdekas,26.46
T,G554,1137,gngbey,1100,1161,rdekas,26.46
T,G554,1141,gngbey,1128,1185,rdekas,26.46
T,G554,1145,gngbey,1159,1215,rdekas,26.46
T,G554,1149,gngbey,1190,1246,rdekas,26.46
T,G554,1153,gngbey,1217,1273,rdekas,26.46
T,G554,1157,gngbey,1247,1303,rdekas,26.46
T,G554,1161,gngbey,1277,1333,rdekas,26.46
T,G554,1163,gngbey,1307,1363,rdekas,26.46
T,G554,1165,gngbey,1337,1393,rdekas,26.46
T,G554,1167,gngbey,1367,1423,rdekas,26.46
T,G554,1169,gngbey,1397,1453,rdekas,26.46
T,G554,1171,gngbey,1427,1483,rdekas,26.46
T,G554,1173,gngbey,1464,1520,rdekas,26.46
T,G554,1010,rdekas,306,359,gngbey,26.407
T,G554,1012,rdekas,330,383,gngbey,26.407
T,G554,1014,rdekas,360,413,gngbey,26.407
T,G554,1016,rdekas,374,428,gngbey,26.407
T,G554,1018,rdekas,387,443,gngbey,26.407
T,G554,1020,rdekas,398,457,gngbey,26.407
T,G554,1022,rdekas,409,470,gngbey,26.407
T,G554,1024,rdekas,417,481,gngbey,26.407
T,G554,1026,rdekas,428,492,gngbey,26.407
T,G554,1028,rdekas,438,502,gngbey,26.407
T,G554,1030,rdekas,445,509,gngbey,26.407
T,G554,1032,rdekas,453,517,gngbey,26.407
T,G554,1034,rdekas,460,524,gngbey,26.407
T,G554,1036,rdekas,468,532,gngbey,26.407
T,G554,1038,rdekas,477,541,gngbey,26.407
T,G554,1040,rdekas,486,550,gngbey,26.407
T,G554,1042,rdekas,497,560,gngbey,26.407
T,G554,1044,rdekas,507,570,gngbey,26.407
T,G554,1046,rdekas,517,580,gngbey,26.407
T,G554,1048,rdekas,527,590,gngbey,26.407
T,G554,1050,rdekas,539,600,gngbey,26.407
T,G554,1052,rdekas,550,611,gngbey,26.407
T,G554,1054,rdekas,560,621,gngbey,26.407
T,G554,1056,rdekas,570,631,gngbey,26.407
T,G554,1058,rdekas,580,641,gngbey,26.407
T,G554,1060,rdekas,590,651,gngbey,26.407
T,G554,1062,rdekas,600,661,gngbey,26.407
T,G554,1064,rdekas,610,671,gngbey,26.407
T,G554,1066,rdekas,625,686,gngbey,26.407
T,G554,1068,rdekas,640,701,gngbey,26.407
T,G554,1070,rdekas,655,716,gngbey,26.407
T,G554,1072,rdekas,669,731,gngbey,26.407
T,G554,1074,rdekas,684,746,gngbey,26.407
T,G554,1076,rdekas,699,761,gngbey,26.407
T,G554,1078,rdekas,714,776,gngbey,26.407
T,G554,1080,rdekas,729,791,gngbey,26.407
T,G554,1082,rdekas,744,806,gngbey,26.407
T,G554,1084,rdekas,759,821,gngbey,26.407
T,G554,1086,rdekas,774,836,gngbey,26.407
T,G554,1088,rdekas,789,851,gngbey,26.407
T,G554,1090,rdekas,805,867,gngbey,26.407
T,G554,1092,rdekas,821,883,gngbey,26.407
T,G554,1094,rdekas,832,895,gngbey,26.407
T,G554,1096,rdekas,842,905,gngbey,26.407
T,G554,1098,rdekas,853,916,gngbey,26.407
T,G554,1100,rdekas,863,926,gngbey,26.407
T,G554,1102,rdekas,873,936,gngbey,26.407
T,G554,1104,rdekas,883,946,gngbey,26.407
T,G554,1106,rdekas,893,956,gngbey,26.407
T,G554,1108,rdekas,903,966,gngbey,26.407
T,G554,1110,rdekas,913,976,gngbey,26.407
T,G554,1112,rdekas,923,986,gngbey,26.407
T,G554,1114,rdekas,933,996,gngbey,26.407
T,G554,1116,rdekas,943,1006,gngbey,26.407
T,G554,1118,rdekas,953,1016,gngbey,26.407
T,G554,1120,rdekas,963,1026,gngbey,26.407
T,G554,1122,rdekas,973,1036,gngbey,26.407
T,G554,1124,rdekas,983,1046,gngbey,26.407
T,G554,1126,rdekas,993,1056,gngbey,26.407
T,G554,1128,rdekas,1003,1066,gngbey,26.407
T,G554,1130,rdekas,1013,1076,gngbey,26.407
T,G554,1132,rdekas,1023,1086,gngbey,26.407
T,G554,1134,rdekas,1033,1096,gngbey,26.407
T,G554,1136,rdekas,1043,1106,gngbey,26.407
T,G554,1138,rdekas,1053,1116,gngbey,26.407
T,G554,1140,rdekas,1063,1126,gngbey,26.407
T,G554,1142,rdekas,1073,1136,gngbey,26.407
T,G554,1144,rdekas,1083,1146,gngbey,26.407
T,G554,1146,rdekas,1096,1157,gngbey,26.407
T,G554,1148,rdekas,1113,1172,gngbey,26.407
T,G554,1150,rdekas,1133,1189,gngbey,26.407
T,G554,1154,rdekas,1157,1213,gngbey,26.407
T,G554,1158,rdekas,1187,1243,gngbey,26.407
T,G554,1162,rdekas,1217,1273,gngbey,26.407
T,G554,1166,rdekas,1247,1303,gngbey,26.407
T,G554,1170,rdekas,1277,1333,gngbey,26.407
T,G554,1172,rdekas,1307,1363,gngbey,26.407
T,G554,1174,rdekas,1337,1393,gngbey,26.407
T,G554,1176,rdekas,1367,1423,gngbey,26.407
T,G554,1178,rdekas,1397,1453,gngbey,26.407
T,G554,1180,rdekas,1427,1483,gngbey,26.407
T,G554,1182,rdekas,1457,1513,gngbey,26.407
T,G554,1184,rdekas,1500,1556,gngbey,26.407
T,G555,1003,hrgp+r,331,364,gngslu,15.333
T,G555,1007,hrgp+r,351,396,smrgol,22.077
T,G555,1011,annrot,362,436,smrgol,41.167
T,G555,1013,annrot,386,449,gngslu,34.422
T,G555,1015,annrot,401,479,smrgol,41.167
T,G555,1017,annrot,416,481,gngslu,34.422
T,G555,1019,annrot,430,510,smrgol,41.167
T,G555,1021,annrot,443,509,gngslu,34.422
T,G555,1023,annrot,453,533,smrgol,41.167
T,G555,1025,annrot,464,530,gngslu,34.422
T,G555,1027,annrot,474,534,gngprm,30.802
T,G555,1029,annrot,484,564,smrgol,41.167
T,G555,1031,annrot,499,565,gngslu,34.422
T,G555,1033,annrot,514,593,smrgol,41.167
T,G555,1035,annrot,529,593,gngslu,34.422
T,G555,1037,annrot,544,622,smrgol,41.167
T,G555,1039,annrot,559,637,smrgol,41.167
T,G555,1041,annrot,574,638,gngslu,34.422
T,G555,1043,annrot,589,667,smrgol,41.167
T,G555,1045,annrot,604,668,gngslu,34.422
T,G555,1047,hrgp+r,647,697,smrgol,22.077
T,G555,1049,annrot,634,698,gngslu,34.422
T,G555,1051,hrgp+r,677,727,smrgol,22.077
T,G555,1053,annrot,664,728,gngslu,34.422
T,G555,1055,hrgp+r,707,757,smrgol,22.077
T,G555,1057,annrot,694,758,gngslu,34.422
T,G555,1059,hrgp+r,737,787,smrgol,22.077
