C;c:\optibus\utr2021_elec.txt
V;STD20;1;UTR2020kn;1
H;51220152;nwgmid;Nieuwegein, Middenweide;133722.0;451036.0
H;51220160;;Nieuwegein, Landmansweide;133324.0;450958.0
H;51220170;;Nieuwegein, Landmansweide;133302.0;450963.0
H;51220180;nwgatl;Nieuwegein, Antilopeweide;133220.0;450558.0
H;51220190;nwgatl;Nieuwegein, Antilopeweide;133209.0;450543.0
H;51220200;;Nieuwegein, De Baten;133571.0;450276.0
H;51220212;;Nieuwegein, De Baten;133523.0;450197.0
H;51220220;;Nieuwegein, Barnsteendrift;133450.0;449815.0
H;51220232;;Nieuwegein, Barnsteendrift;133426.9;449748.9
H;51220260;nwgnst;Nieuwegein, Noordstedeweg;133422.0;449417.0
H;51220272;nwgnst;Nieuwegein, Noordstedeweg;133405.0;449397.0
H;51220280;;Nieuwegein, Calscollege;134691.0;448903.0
H;51220290;;Nieuwegein, Calscollege;134786.0;448908.0
H;51220300;;Nieuwegein, Merwesteintunnel;134856.0;448635.0
H;51220310;;Nieuwegein, Merwesteintunnel;134975.0;448708.0
H;51220321;nwgmar;Nieuwegein, Martinbaan;135520.0;449474.0
H;51220330;nwgmar;Nieuwegein, Martinbaan;135569.0;449596.0
H;51220340;nwghei;Nieuwegein, Herman Heijermanshove;134668.0;451792.0
H;51220360;;Nieuwegein, Blauwe Brug;135089.0;450494.0
H;51220370;;Nieuwegein, Blauwe Brug;135102.0;450505.0
H;51220380;nwgvee;Nieuwegein, 't Veerhuis;134293.0;446317.0
H;51220390;;Nieuwegein, Huis de Geer;135450.0;450931.0
H;51220410;nwgnyv;Nieuwegein, Nijverheidsweg;135406.0;447631.0
H;51220420;nwgnyv;Nieuwegein, Nijverheidsweg;135285.0;447569.0
H;51220432;nwgnoo;Nieuwegein, Noorderveld;135393.0;450302.0
H;51220440;nwgnoo;Nieuwegein, Noorderveld;135378.0;450333.0
H;51220452;;Nieuwegein, Buys Ballotbaan;135891.0;450099.0
H;51220460;;Nieuwegein, Buys Ballotbaan;135885.0;450168.0
H;51220492;;Nieuwegein, Wattbaan;135343.0;449493.0
H;51220501;;Nieuwegein, Wattbaan;135408.0;449527.0
H;51220512;nwgoos;Nieuwegein, Oosterlichtcollege;135237.0;449215.0
H;51220521;nwgoos;Nieuwegein, Oosterlichtcollege;135227.0;449145.0
H;51220532;nwgmac;Nieuwegein, Marconi (laag);135328.0;448880.0
H;51220541;nwgmac;Nieuwegein, Marconi (laag);135304.0;448891.0
H;51220552;nwgbra;Nieuwegein, Brabanthaven;135463.0;448266.0
H;51220561;nwgbra;Nieuwegein, Brabanthaven;135514.0;448402.0
H;51220572;nwggrh;Nieuwegein, Groningenhaven;135396.0;447902.0
H;51220581;nwggrh;Nieuwegein, Groningenhaven;135411.0;448023.0
H;51220591;nwgpoo;Nieuwegein, Poort van Nieuwegein;133166.0;448805.0
H;51220621;nwgfah;Nieuwegein, Fahrenheitbaan;135802.0;449587.0
H;51220632;nwgfah;Nieuwegein, Fahrenheitbaan;135826.0;449625.0
H;51220641;nwgbin;Nieuwegein, Binnenwal;134605.0;448729.0
H;51220650;nwgbin;Nieuwegein, Binnenwal;134575.0;448791.0
H;51220691;nwghei;Nieuwegein, Herman Heijermanshove;134670.0;451810.0
H;51220700;nwgflo;Nieuwegein, Graaf Florisweg;134952.0;447512.0
H;51220712;nwgflo;Nieuwegein, Graaf Florisweg;134859.0;447522.0
H;51220720;nwgshs;Nieuwegein, Stadshuis;134239.0;449107.0
H;51220730;;Nieuwegein, Leusderschans;135112.0;447675.0
H;51220740;;Nieuwegein, Guido Gezellehove;133681.0;452120.0
H;51220751;;Nieuwegein, Guido Gezellehove;133665.0;452106.0
H;51220760;;Nieuwegein, Constructieweg;135342.0;447281.0
H;51220770;nwgcon;Nieuwegein, Constructieweg;135334.0;447289.0
H;51220791;;Nieuwegein, Rembrandthage;133960.0;451476.0
H;51220800;;Nieuwegein, Randijk;133244.0;448463.0
H;51220811;;Nieuwegein, Randijk;133234.0;448449.0
H;51220820;nwgwal;Nieuwegein, Waterlelie;134178.0;446873.0
H;51220831;nwgwal;Nieuwegein, Waterlelie;134171.0;446863.0
H;51220840;;Nieuwegein, IJsselsteinseweg;133804.0;447999.0
H;51220851;;Nieuwegein, IJsselsteinseweg;133788.0;447981.0
H;51220871;nwgdoo;Nieuwegein, Doorslag;133495.0;448122.0
H;51220872;nwgdoo;Nieuwegein, Doorslag;133487.0;448137.0
H;51220880;;Nieuwegein, Leusderschans;135130.0;447747.0
H;51220890;nwgwer;Nieuwegein, De Werven;135271.0;447062.0
H;51220900;nwgwer;Nieuwegein, De Werven;135291.0;447084.0
H;51220910;nwgmwv;Nieuwegein, Museumwerf Vreeswijk;135194.0;446669.0
H;51220920;nwgmwv;Nieuwegein, Museumwerf Vreeswijk;135187.0;446609.0
H;51220930;;Nieuwegein, Koninginnenlaan;134924.0;446620.0
H;51220940;;Nieuwegein, Koninginnenlaan;134988.0;446597.0
H;51220950;nwgber;Nieuwegein, Berkstraat;134569.0;446780.0
H;51220960;nwgber;Nieuwegein, Berkstraat;134551.0;446798.0
H;51220971;nwgvee;Nieuwegein, 't Veerhuis;134263.0;446341.0
H;51220991;nwgwat;Nieuwegein, Waterbies;133960.8;446294.4
H;51221000;nwgwat;Nieuwegein, Waterbies;133990.0;446256.6
H;51221010;nwgraa;Nieuwegein, Raalterveste;135142.0;448756.0
H;51221020;nwgraa;Nieuwegein, Raalterveste;135173.0;448680.0
H;51221032;nwgfk2;Nieuwegein, Fokkesteeg;135144.0;448291.0
H;51221040;nwgfk2;Nieuwegein, Fokkesteeg;135142.0;448236.0
H;51221050;nwgger;Nieuwegein, Gerbrandypark;133643.0;451722.0
H;51221060;nwgger;Nieuwegein, Gerbrandypark;133628.0;451693.0
H;51221080;;Nieuwegein, Rembrandthage;133974.0;451489.0
H;51221090;;Nieuwegein, Marconi (hoog);135281.0;448953.0
H;51221100;;Nieuwegein, Marconi (hoog);135304.9;448943.0
H;51221320;nwgpoo;Nieuwegein, Poort van Nieuwegein;133234.0;448873.0
H;51221420;nwgnyv;Nieuwegein, Nijverheidsweg;135389.0;447498.0
H;51221421;nwgnyv;Nieuwegein, Nijverheidsweg;135437.7;447565.9
H;51222010;nwgzui;Nieuwegein, Zuilenstein;134591.0;450911.0
H;51222020;nwgzui;Nieuwegein, Zuilenstein;134613.0;450881.0
H;51222030;nwgbat;Nieuwegein, Batau-Noord;133905.0;450418.0
H;51222040;nwgbat;Nieuwegein, Batau-Noord;133941.0;450404.0
H;51222050;nwgwij;Nieuwegein, Wijkersloot;133738.0;449747.0
H;51222060;nwgwij;Nieuwegein, Wijkersloot;133772.0;449732.0
H;51222070;nwgmer;Nieuwegein, Merwestein;134301.0;448662.0
H;51222080;nwgmer;Nieuwegein, Merwestein;134318.0;448697.0
H;51222090;nwgfok;Nieuwegein, Fokkesteeg;134510.0;447823.0
H;51222100;nwgfok;Nieuwegein, Fokkesteeg;134538.0;447815.0
H;51222110;nwgwie;Nieuwegein, Wiersdijk;134507.0;447065.0
H;51222120;nwgwie;Nieuwegein, Wiersdijk;134537.0;447065.0
H;51222121;;Nieuwegein, Wiersdijk;134552.1;447124.3
H;51222130;nwgzd;Nieuwegein, Nieuwegein-Zuid;134348.0;446406.0
H;51222140;nwgant;Nieuwegein, St.Antoniusziekenhuis;133849.0;448613.0
H;51222170;nwgant;Nieuwegein, St.Antoniusziekenhuis;133829.0;448598.0
H;51222180;nwgzd;Nieuwegein, Nieuwegein-Zuid;134375.0;446393.0
H;51222190;nwgdoo;Nieuwegein, Doorslag;133490.0;448103.0
H;51222200;nwgdoo;Nieuwegein, Doorslag;133495.0;448086.0
H;51222210;nwgbhv;Nieuwegein, Blokhoeve-Noord;135024.0;451551.0
H;51225010;nwgcen;Nieuwegein, Stadscentrum (Perron A);133860.0;449000.0
H;51225020;nwgcen;Nieuwegein, Stadscentrum (Perron B);133865.0;448985.0
H;51225030;nwgcen;Nieuwegein, Stadscentrum (Perron C);133876.4;449010.6
H;51225040;nwgcen;Nieuwegein, Stadscentrum (Perron D);133880.0;449017.0
H;51225050;nwgcen;Nieuwegein, Stadscentrum (Perron E);133883.2;449021.2
H;51225060;nwgcen;Nieuwegein, Stadscentrum (Perron F);133886.7;449025.8
H;51225070;nwgcen;Nieuwegein, Stadscentrum (Perron G);133890.0;449031.6
H;51225080;nwgcen;Nieuwegein, Stadscentrum (Perron H);133855.0;449048.0
H;51225090;nwgcen;Nieuwegein, Stadscentrum (Perron Z);133789.7;448933.5
H;51225111;zg1122;zonegrens 5122-5111;135642.1;451657.0
H;51225118;;zonegrens 5122-5118;135940.2;450514.1
H;51225128;;zonegrens 5122-5128;135936.8;450522.6
H;51225132;zg2232;zonegrens 5122-5132;132473.0;448031.3
H;51225134;;zonegrens 5122-5134;133729.5;445507.7
H;51225137;;zonegrens 5122-5137;136318.8;447344.6
H;51225170;;zonegrens 5122-5111;133018.5;452066.6
H;51225171;;zonegrens 5122-5111;133001.9;452064.6
H;51225198;;zonegrens 5122-5132;132674.4;448062.1
H;51225199;;zonegrens 5122-5111;134968.4;451808.3
H;51228790;nwgwld;Nieuwegein, Waterliniedok;136353.7;447315.9
H;51228800;nwgwld;Nieuwegein, Waterliniedok;136340.0;447425.0
H;51228810;nwgwld;Nieuwegein, Waterliniedok;136261.0;447393.0
H;51228820;;Nieuwegein, Eerste Garnizoensdok;136557.8;448076.3
H;51228825;;Nieuwegein, Eerste Garnizoensdok;136524.6;448194.0
H;51228830;nwgklo;Nieuwegein, Ravelijndok;136759.0;448365.0
H;51280030;;Houten, Prov.weg/Doornkade;138585.0;450369.0
H;51280050;htnkop;Houten, Koppeldijk;137278.0;450702.0
H;51280060;;Houten, Hoofdveste;138000.0;448689.0
H;51280070;;Houten, Hoofdveste;138053.0;448683.0
H;51280080;htnvle;Houten, Vleugelboot;138542.0;448094.0
H;51280090;htnvle;Houten, Vleugelboot;138535.0;448105.0
H;51280100;;Houten, Lichtschip;139035.0;447711.0
H;51280110;;Houten, Lichtschip;139040.0;447716.0
H;51280130;;Houten, Tennispark;138213.0;449513.0
H;51280140;;Houten, Tennispark;138222.0;449515.0
H;51280260;;Houten, Prov.weg/Doornkade;138516.5;450462.5
H;51280310;htnmei;Houten, Meidoornkade;138121.0;450271.0
H;51280320;htnmei;Houten, Meidoornkade;138132.0;450275.0
H;51280430;htndmo;Houten, De Molen;140303.0;449055.0
H;51280440;htndmo;Houten, De Molen;140367.0;449039.0
H;51280500;;Houten, Koedijk;138089.0;449886.0
H;51280530;;Houten, Koedijk;138086.0;449876.0
H;51280580;htnmol;Houten, Molenzoom;140523.0;448755.0
H;51280590;htnmol;Houten, Molenzoom;140538.0;448768.0
H;51280680;htndor;Houten, Oude Dorp;139417.0;448501.0
H;51280690;htndor;Houten, Oude Dorp;139402.0;448539.0
H;51280700;htnstr;Houten, De Staart;138706.0;448623.0
H;51280710;htnstr;Houten, De Staart;138702.0;448672.0
H;51280720;htnves;Houten, De Veste/De Slagen;138375.0;449019.0
H;51280730;htnves;Houten, De Veste/De Slagen;138385.0;448985.0
H;51280740;htnbor;Houten, De Borchen/Doornkade;138521.0;449892.0
H;51280750;htnbor;Houten, De Borchen/Doornkade;138565.0;449921.0
H;51280760;;Houten, Elzenkade;138269.3;450439.1
H;51280770;;Houten, Elzenkade;138273.0;450448.0
H;51280800;htnerv;Houten, De Erven/De Schaft;139970.0;448323.0
H;51280810;htnerv;Houten, De Erven/De Schaft;139945.0;448339.0
H;51280820;htngaa;Houten, De Gaarden;139071.0;450033.0
H;51280830;htngaa;Houten, De Gaarden;139033.0;450052.0
H;51280840;htnron;Houten, Rondeel/De Veste;138199.0;448915.0
H;51280850;htnron;Houten, Rondeel/De Veste;138240.0;448899.0
H;51280860;;Houten, Waterveste;138117.0;449092.0
H;51280870;;Houten, Waterveste;138119.0;449107.0
H;51280960;htnwet;Houten, Weteringshoek;139688.0;447951.0
H;51280970;htnwet;Houten, Weteringshoek;139634.0;447878.0
H;51281000;htnkoo;Houten, Kooikerspad;141132.0;450337.0
H;51281010;htnkoo;Houten, Kooikerspad;141137.0;450367.0
H;51281020;htnodw;Houten, Odijkseweg;140933.0;449323.0
H;51281030;htnodw;Houten, Odijkseweg;141015.0;449345.0
H;51285000;htnsta;Houten, Station Houten;140079.0;449420.0
H;51285001;htnsta;Houten, Station Houten (Perron A);140097.0;449411.0
H;51285010;htnsta;Houten, Station Houten (Perron B);140101.0;449401.0
H;51285011;htnsta;Houten, Station Houten (Perron C);140105.0;449391.0
H;51285020;htnsta;Houten, Station Houten (Perron D);140109.0;449381.0
H;51285122;;zonegrens 5128-5122;135922.3;450531.8
H;51285137;;zonegrens 5128-5137;137256.3;448388.0
H;51320032;ysseur;IJsselstein, Europalaan;132249.0;448201.0
H;51320040;ysseur;IJsselstein, Europalaan;132222.0;448172.0
H;51320050;yssman;IJsselstein, Mandenmaker;130872.0;448678.0
H;51320062;yssman;IJsselstein, Mandenmaker;130867.0;448699.0
H;51320072;;IJsselstein, Televisiebaan;132130.0;448635.0
H;51320080;;IJsselstein, Televisiebaan;132132.0;448625.0
H;51320092;yssora;IJsselstein, Oranje Nassaulaan;131637.0;448607.0
H;51320100;yssora;IJsselstein, Oranje Nassaulaan;131693.0;448661.0
H;51320130;yssbin;IJsselstein, Binnenstad;131235.0;447587.0
H;51320270;;IJsselstein, Ewoud/Boerhaaveweg;131876.0;447551.0
H;51320310;yssovw;IJsselstein, Overwaard;132045.5;448100.9
H;51320320;;IJsselstein, Ewoud/Boerhaaveweg;131891.0;447545.0
H;51320342;yssgou;IJsselstein, Goudplevier;130294.0;448363.0
H;51320360;yssovw;IJsselstein, Overwaard;132068.9;448103.1
H;51320390;;IJsselstein, Achtersloot;130444.0;448788.0
H;51320402;;IJsselstein, Achtersloot;130421.0;448793.0
H;51320410;;IJsselstein, Lagebiezen;130416.0;447990.0
H;51320422;;IJsselstein, Lagebiezen;130414.0;447972.0
H;51320710;yssgou;IJsselstein, Goudplevier;130285.0;448406.0
H;51322010;ysshoo;IJsselstein, Hooghe Waerd;131969.0;448589.0
H;51322020;ysshoo;IJsselstein, Hooghe Waerd;131971.0;448580.0
H;51322030;ysscli;IJsselstein, Clinckhoeff;131731.0;448705.0
H;51322040;ysscli;IJsselstein, Clinckhoeff;131737.0;448692.0
H;51322050;ysseit;IJsselstein, Eiteren;130923.0;448642.0
H;51322060;ysseit;IJsselstein, Eiteren;130934.0;448626.0
H;51322070;yssach;IJsselstein, Achterveld;130377.0;448254.0
H;51322080;yssach;IJsselstein, Achterveld;130388.0;448253.0
H;51322090;yssbin;IJsselstein, Binnenstad;131192.0;447612.0
H;51322100;yssbin;IJsselstein, Binnenstad;131185.0;447621.0
H;51322110;ysszd;IJsselstein, IJsselstein-Zuid;131005.0;446836.0
H;51322120;ysszd;IJsselstein, IJsselstein-Zuid;131006.0;446832.0
H;51325122;zg2232;zonegrens 5132-5122;132673.6;448039.3
H;51325199;;zonegrens 5132-5122;132681.9;448042.7
H;51325501;yssbin;IJsselstein, Binnenstad;131203.0;447591.0
H;51340010;viahot;Vianen, Hotel Vianen;134206.0;444563.0
H;51340020;vialor;Vianen, Lorentzweg;134810.0;443132.0
H;51340030;viatui;Vianen, Ing. D.S. Tuijnmanweg;135746.4;444335.7
H;51340050;viatui;Vianen, Ing. D.S. Tuijnmanweg;135731.7;444329.1
H;51340051;viacla;Vianen, Clarissenhof;134301.0;444016.0
H;51340052;viacla;Vianen, Clarissenhof;134329.0;443987.0
H;51340060;;Vianen, Laanakkerweg;135143.0;443118.0
H;51340061;viarie;Vianen, Rietkamp;133812.0;444098.0
H;51340070;viarie;Vianen, Rietkamp;133813.0;444061.0
H;51340080;viaaug;Vianen, Augustinushof;134341.0;443612.0
H;51340091;viaaug;Vianen, Augustinushof;134324.0;443610.0
H;51340110;;Vianen, Mariënhof;134180.0;443377.0
H;51340120;;Vianen, Mariënhof;134184.0;443357.0
H;51340130;;Vianen, 't Zand;133698.0;443328.0
H;51340140;;Vianen, 't Zand;133729.0;443275.0
H;51340150;viawei;Vianen, Weidekamp;133462.0;443665.0
H;51340161;viawei;Vianen, Weidekamp;133524.0;443729.0
H;51340170;;Vianen, Prinses Julianastraat;134647.0;444565.0
H;51340180;;Vianen, Prinses Julianastraat;134640.0;444583.0
H;51340190;;Vianen, Het Slyk;133872.0;444446.0
H;51340210;viavvl;Vianen, Vijverlust;133167.0;443779.0
H;51340220;viavvl;Vianen, Vijverlust;133178.0;443774.0
H;51340231;vialbw;Vianen, Busstation Lekbrug West (Perron A);133983.7;444581.0
H;51340232;vialbw;Vianen, Busstation Lekbrug West (Perron B);133989.0;444582.4
H;51340234;vialbw;Vianen, Busstation Lekbrug West (Perron D);133999.8;444585.5
H;51340241;vialbo;Vianen, Busstation Lekbrug Oost (Perron H);134088.8;444782.5
H;51340242;vialbo;Vianen, Busstation Lekbrug Oost (Perron G);134081.7;444782.2
H;51340243;vialbo;Vianen, Busstation Lekbrug Oost (Perron F);134074.4;444779.0
H;51340244;vialbo;Vianen, Busstation Lekbrug Oost (Perron E);134069.7;444778.3
H;51340250;;Vianen, Hagenweg;135301.0;444748.0
H;51340260;;Vianen, Hagenweg;135301.0;444740.0
H;51340290;viacen;Vianen, Centrum;134974.0;444819.0
H;51340300;viacen;Vianen, Centrum;134952.0;444814.0
H;51340330;;Vianen, Brugstraat;135485.0;445209.0
H;51340340;;Vianen, Brugstraat;135453.0;445230.0
H;51340350;viaduv;Vianen, Van Duvenvoordestraat;135553.0;444972.0
H;51340360;viaduv;Vianen, Van Duvenvoordestraat;135552.0;444948.0
H;51340390;;Vianen, Verzorgingsc. Batenstein;135155.0;445216.0
H;51340400;;Vianen, Verzorgingsc. Batenstein;135141.0;445188.0
H;51340411;;Vianen, Stuartweg;135429.0;444558.0
H;51340451;viaspo;Vianen, Sportlaan;135139.0;443730.0
H;51340460;viaspo;Vianen, Sportlaan;135165.0;443746.0
H;51340470;;Vianen, Placotiweg;135304.3;444154.1
H;51340480;;Vianen, Placotiweg;135330.0;444198.1
H;51341210;;Vianen, Hoeufftlaan;134563.0;444302.0
H;51341220;;Vianen, Hoeufftlaan;134521.0;444262.0
H;51341260;viahot;Vianen, Hotel Vianen;134287.0;444596.0
H;51341570;viadre;Vianen, Lange Dreef;135644.6;444127.1
H;51341580;viadre;Vianen, Lange Dreef;135646.8;444136.8
H;51343110;viaama;Vianen, Amaliastein;133403.0;444068.0
H;51343120;viaama;Vianen, Amaliastein;133346.0;444010.0
H;51345122;;zonegrens 5134-5122;133761.4;445531.3
H;51345147;;zonegrens 5134-5147;135488.6;443029.5
H;51345550;viaeen;Vianen, Eendrachtsweg;134851.0;443483.0
H;51375122;;zonegrens 5137-5122;136323.3;447353.6
H;51375128;;zonegrens 5137-5128;137283.7;448373.4
H;51440010;;Lexmond, Eendenkooi;129851.0;441977.0
H;51440020;;Lexmond, Kersbergenveer;128950.0;442890.0
H;51440030;;Lexmond, Lijsterbeslaan;130754.0;441888.0
H;51440040;;Lexmond, Eendenkooi;129862.0;441954.0
H;51440050;lmdker;Lexmond, NH Kerk;131030.0;441713.0
H;51440060;;Lexmond, Lijsterbeslaan;130747.0;441878.0
H;51440070;lmdpot;Lexmond, Burg. Potstraat;131234.0;441830.0
H;51440080;lmdker;Lexmond, NH Kerk;131027.0;441707.0
H;51440100;lmdpot;Lexmond, Burg. Potstraat;131250.0;441825.0
H;51440110;;Lexmond, De Zoom;132200.0;442653.0
H;51440120;;Lexmond, De Zoom;132305.0;442731.0
H;51440130;lmdkil;Lexmond, Killesteijnstraat;131401.0;441975.0
H;51440140;lmdkil;Lexmond, Killesteijnstraat;131441.0;441994.0
H;51460060;zdvpro;Zijderveld, Zijderveld;138135.0;439159.0
H;51460070;zdvpro;Zijderveld, Zijderveld;138209.0;439236.0
H;51465147;;zonegrens 5146-5147;136722.6;441134.9
H;51470150;viahas;Hoef en Haag, Hagesteinsestraat;136494.0;444401.0
H;51470170;;Hoef en Haag, Hoevesteinse Lint;136645.0;444133.0
H;51471020;;Hagestein, Hoefslag;136168.0;443953.6
H;51475134;;zonegrens 5147-5134;135512.2;443055.1
H;51475146;;zonegrens 5147-5146;136692.8;441114.3
H;51479999;;zonegrens 5147-5134;136190.2;444559.3
H;51540010;amdcaf;Ameide, Café op de Lekdijk;125915.0;441131.0
H;51540030;;Ameide, Plieger;126320.0;441054.0
H;51540040;amdcaf;Ameide, Café op de Lekdijk;125912.0;441119.0
H;51540050;;Ameide, Sluis;126733.0;441081.0
H;51540060;;Ameide, Plieger;126320.0;441042.0
H;51540070;;Lexmond, Boezemweg;126986.0;441422.0
H;51540080;;Ameide, Sluis;126749.0;441072.0
H;51540090;;Lexmond, 't Lam;127571.0;442050.0
H;51540100;;Lexmond, Boezemweg;126993.0;441413.0
H;51540110;;Lexmond, Achthoven;128278.0;442864.0
H;51540120;;Lexmond, 't Lam;127586.0;442058.0
H;51540130;;Lexmond, Kersbergenveer;128950.0;442903.0
H;51540140;;Lexmond, Achthoven;128285.0;442854.0
H;51540150;amdpri;Ameide, Prinsengracht;125845.0;440765.0
H;51540190;amdjwp;Ameide, J.W. van Puttestraat;125631.0;441236.0
H;51660030;;Schoonrewoerd, Kortgerecht Blauwbijl;137080.0;438060.0
H;51660060;;Schoonrewoerd, Kortgerecht Blauwbijl;136973.0;437923.0
H;51660130;;Schoonrewoerd, Schaikseweg/Hoogeind;135631.0;435646.0
H;51660150;;Schoonrewoerd, Schaikseweg/Hoogeind;135557.0;435548.0
H;51660170;srwdor;Schoonrewoerd, Dorp;136491.0;437086.0
H;51660180;srwdor;Schoonrewoerd, Dorp;136500.0;437088.0
H;51760030;;Leerdam, Ooievaarlaan;134209.0;434291.0
H;51760080;ldmhui;Leerdam, Huis ter Leede;134676.0;434298.0
H;51760090;ldmsta;Leerdam, Station Leerdam (Perron A);134721.0;434017.0
H;51760100;ldmrtl;Leerdam, Recht van ter Leede;134395.0;433937.0
H;51760110;ldmhui;Leerdam, Huis ter Leede;134670.0;434308.0
H;51760120;ldmsta;Leerdam, Station Leerdam (Perron B);134761.0;434016.0
H;51760130;ldmrtl;Leerdam, Recht van ter Leede;134422.0;433986.0
H;51760140;;Leerdam, Burgemeester Meesplein;134290.0;433689.0
H;51760190;;Leerdam, Owensstraat;134093.0;433438.0
H;51760220;;Leerdam, Ooievaarlaan;134227.0;434291.0
H;51760290;ldmsch;Leerdam, Schaikseweg/Molenlaan;135065.0;434556.0
H;51760300;ldmsch;Leerdam, Schaikseweg/Molenlaan;135081.0;434547.0
H;51760310;ldmpau;Leerdam, Pauluskerk;133972.0;433539.0
H;51760630;;Leerdam, Joost de Jongestraat;134213.0;433731.0
H;59100020;;Maartensdijk, Achterwetering;139414.0;462428.0
H;59100030;;Maartensdijk, Nieuwe-Wetering;139128.0;461578.5
H;59100040;;Maartensdijk, Nieuwe-Wetering;139106.6;461582.7
H;59100050;;Groenekan, Buitenlust;138726.0;460468.0
H;59100060;;Groenekan, Buitenlust;138717.0;460486.0
H;59100070;gnkcen;Groenekan, Centrum;138344.0;459644.0
H;59100080;gnkcen;Groenekan, Centrum;138324.0;459632.0
H;59100090;;Groenekan, Zwembad Blauwkapel;138170.0;459101.0
H;59100100;;Groenekan, Zwembad Blauwkapel;138177.0;459224.0
H;59100210;utrvul;Utrecht, Vulcanusdreef;137766.7;458546.1
H;59140025;;zonegrens 5914-5925;131252.3;459649.6
H;59140030;;Utrecht, Wolfgang Pauliweg;133115.0;456880.0
H;59140031;;Utrecht, Wolfgang Pauliweg;133109.0;456913.0
H;59140040;utrtho;Utrecht, Thoriumweg;133195.0;457022.0
H;59140041;utrtho;Utrecht, Thoriumweg;133206.0;457025.0
H;59140051;;Utrecht, Kernweg;133058.0;457609.0
H;59140060;;Utrecht, Kernweg;133056.0;457553.0
H;59140071;utrura;Utrecht, Uraniumweg;132879.7;457906.6
H;59140080;utrura;Utrecht, Uraniumweg;132893.0;457841.0
H;59140091;;Utrecht, Mesonweg;132706.3;458157.2
H;59140100;;Utrecht, Mesonweg;132738.0;458089.0
H;59140111;;Utrecht, Hyperonenweg;132559.0;458380.6
H;59140120;utrhyp;Utrecht, Hyperonenweg;132546.0;458381.0
H;59140131;utrhah;Utrecht, Otto Hahnweg;131984.0;458728.0
H;59140140;utrhah;Utrecht, Otto Hahnweg;132023.0;458695.0
H;59140151;;Utrecht, Savannahweg;131625.0;458908.0
H;59140160;;Utrecht, Savannahweg;131619.0;458882.0
H;59140200;;Utrecht, Niels Bohrweg;131613.0;459144.0
H;59140210;;Utrecht, Niels Bohrweg;131682.0;459194.0
H;59140220;;Utrecht, Ambachtsweg;131556.0;459429.0
H;59140230;;Utrecht, Ambachtsweg;131633.0;459346.0
H;59140640;utrcom;Utrecht, Computerweg;131342.9;459706.9
H;59140650;utrcom;Utrecht, Computerweg;131349.2;459715.2
H;59145000;;zonegrens 5914-5000;133704.9;456649.5
H;59145111;;zonegrens 5914-5111;132043.3;457968.4
H;59145999;;zonegrens 5914-5925;130988.2;459253.2
H;59150010;utrfdg;Utrecht, Fort De Gagel;135416.0;460231.0
H;59150011;masrec;Maarssen, Maarsseveense Plassen;133556.0;461485.0
H;59150060;utroud;Utrecht, Oud Zuilen;132999.0;459684.0
H;59150070;utroud;Utrecht, Oud Zuilen;132934.0;459780.0
H;59150090;utrgag;Utrecht, Gageldijk 125;135150.0;460406.0
H;59150100;utrgag;Utrecht, Gageldijk 125;135160.7;460391.1
H;59150120;;Westbroek, Westbroeksebinnenweg;136177.1;461182.4
H;59150130;;Maarssen, Gageldijk 41;134104.0;461119.5
H;59150140;;Maarssen, Gageldijk 41;134113.0;461099.0
H;59150150;utrmar;Utrecht, Marnixlaan;134757.3;457528.6
H;59150170;;Utrecht, Gageldijk 97;134712.0;460714.0
H;59150180;;Utrecht, Gageldijk 97;134727.0;460680.0
H;59150190;;Utrecht, Sint Maartendreef;135116.5;459481.8
H;59150201;;Utrecht, Sint Maartendreef;135124.8;459469.2
H;59150210;utrzam;Utrecht, Zamenhofdreef (Perron A);136106.6;458577.7
H;59150220;utrzam;Utrecht, Zamenhofdreef (Perron B);136098.0;458618.0
H;59150221;utrzam;Utrecht, Zamenhofdreef (Perron D);136162.2;458554.1
H;59150240;;Utrecht, Daelwijck;134955.0;459789.0
H;59150250;utrklo;Utrecht, Klopvaart;134973.8;459563.0
H;59150260;utrklo;Utrecht, Klopvaart;135002.0;459538.8
H;59150270;utrcar;Utrecht, Carnegiedreef;135758.8;458958.6
H;59150280;utrcar;Utrecht, Carnegiedreef;135773.8;458898.9
H;59150290;;Utrecht, Daelwijck;135056.0;459848.0
H;59150300;utrswe;Utrecht, Sweder van Zuylenweg;134477.6;457766.4
H;59150310;;Maarssen, De Mallejan;134473.0;460870.0
H;59150320;;Maarssen, De Mallejan;134454.0;460866.0
H;59150330;;Utrecht, Muyskenweg;134193.6;458063.5
H;59150340;;Utrecht, Muyskenweg;134141.7;458084.2
H;59150370;;Utrecht, Marnixlaan;134857.0;457539.0
H;59150390;utrhoo;Utrecht, Van Hoornekade;135251.0;457936.0
H;59150401;utrhoo;Utrecht, Van Hoornekade;135141.0;457924.0
H;59150410;;Utrecht, Einsteindreef;135812.8;458435.8
H;59150420;;Utrecht, Einsteindreef;135828.1;458531.6
H;59150431;;Utrecht, Burg. Van Tuyllkade;134845.0;458020.0
H;59150450;;Utrecht, De Bazelstraat;133866.2;458909.2
H;59150460;utrber;Utrecht, Prins Bernhardplein;134161.1;458590.9
H;59150480;;Utrecht, De Bazelstraat;133934.2;458809.2
H;59150500;utrsme;Utrecht, Cornelis Smeenkstraat;133667.6;459060.3
